序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
2314,接收,19:52:58.383.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2315,接收,19:52:58.383.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2316,接收,19:52:58.383.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d6 ff 
2317,接收,19:52:58.383.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2318,接收,19:52:58.383.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2319,接收,19:52:58.383.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2320,接收,19:52:58.456.0,0x00000301,数据帧,标准帧,0x08,f9 3c 37 00 00 00 00 00 
2321,接收,19:52:58.456.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2322,接收,19:52:58.464.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2323,接收,19:52:58.464.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2324,接收,19:52:58.474.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c d6 ff 
2325,接收,19:52:58.474.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2326,接收,19:52:58.483.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2327,接收,19:52:58.483.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2328,接收,19:52:58.560.0,0x00000301,数据帧,标准帧,0x08,f9 3c 36 00 00 00 00 00 
2329,接收,19:52:58.560.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2330,接收,19:52:58.581.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2331,接收,19:52:58.581.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2332,接收,19:52:58.581.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
2333,接收,19:52:58.581.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2334,接收,19:52:58.584.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2335,接收,19:52:58.584.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2336,接收,19:52:58.656.0,0x00000301,数据帧,标准帧,0x08,fe 3c 34 00 00 00 00 00 
2337,接收,19:52:58.656.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2338,接收,19:52:58.663.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2339,接收,19:52:58.663.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2340,接收,19:52:58.675.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7c 3c d4 ff 
2341,接收,19:52:58.675.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2342,接收,19:52:58.683.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2343,接收,19:52:58.683.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2344,接收,19:52:58.760.0,0x00000301,数据帧,标准帧,0x08,fe 3c 36 00 00 00 00 00 
2345,接收,19:52:58.760.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2346,接收,19:52:58.784.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2347,接收,19:52:58.784.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2348,接收,19:52:58.784.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d4 ff 
2349,接收,19:52:58.784.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2350,接收,19:52:58.784.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2351,接收,19:52:58.784.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2352,接收,19:52:58.856.0,0x00000301,数据帧,标准帧,0x08,fe 3c 35 00 00 00 00 00 
2353,接收,19:52:58.856.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2354,接收,19:52:58.863.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2355,接收,19:52:58.863.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2356,接收,19:52:58.873.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7e 3c d2 ff 
2357,接收,19:52:58.873.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2358,接收,19:52:58.883.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2359,接收,19:52:58.883.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2360,接收,19:52:58.960.0,0x00000301,数据帧,标准帧,0x08,fe 3c 36 00 00 00 00 00 
2361,接收,19:52:58.960.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2362,接收,19:52:58.982.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2363,接收,19:52:58.982.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2364,接收,19:52:58.982.0,0x00000309,数据帧,标准帧,0x08,62 a8 00 3d 80 3c d6 ff 
2365,接收,19:52:58.982.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2366,接收,19:52:58.983.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2367,接收,19:52:58.984.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2368,接收,19:52:59.058.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2369,接收,19:52:59.058.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2370,接收,19:52:59.058.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2371,接收,19:52:59.058.0,0x00000301,数据帧,标准帧,0x08,f9 3c 36 00 00 00 00 00 
2372,接收,19:52:59.058.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2373,接收,19:52:59.058.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0d 2f 00 00 
2374,接收,19:52:59.058.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
2375,接收,19:52:59.064.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2376,接收,19:52:59.064.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2377,接收,19:52:59.064.0,0x00000405,数据帧,标准帧,0x08,2a 0c 2d 0c 2e 0c 31 0c 
2378,接收,19:52:59.064.0,0x00000406,数据帧,标准帧,0x08,24 0c 37 0c 31 0c 2f 0c 
2379,接收,19:52:59.075.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7e 3c d6 ff 
2380,接收,19:52:59.075.0,0x0000030a,数据帧,标准帧,0x04,30 02 26 02 
2381,接收,19:52:59.075.0,0x00000407,数据帧,标准帧,0x04,32 0c 37 0c 
2382,接收,19:52:59.075.0,0x00000408,数据帧,标准帧,0x04,04 00 00 00 
2383,接收,19:52:59.085.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2384,接收,19:52:59.085.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2385,接收,19:52:59.085.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
2386,接收,19:52:59.085.0,0x00000506,数据帧,标准帧,0x07,24 0c 37 0c a5 e4 e5 
2387,接收,19:52:59.093.0,0x00000509,数据帧,标准帧,0x03,3f 80 01 
2388,接收,19:52:59.093.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
2389,接收,19:52:59.104.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2390,接收,19:52:59.104.0,0x0000050d,数据帧,标准帧,0x08,01 9f 04 00 00 00 00 00 
2391,接收,19:52:59.161.0,0x00000301,数据帧,标准帧,0x08,f9 3c 37 00 00 00 00 00 
2392,接收,19:52:59.161.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2393,接收,19:52:59.184.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2394,接收,19:52:59.184.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2395,接收,19:52:59.184.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d6 ff 
2396,接收,19:52:59.184.0,0x0000030a,数据帧,标准帧,0x04,30 02 26 02 
2397,接收,19:52:59.184.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2398,接收,19:52:59.184.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2399,接收,19:52:59.256.0,0x00000301,数据帧,标准帧,0x08,fe 3c 39 00 00 00 00 00 
2400,接收,19:52:59.256.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2401,接收,19:52:59.262.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2402,接收,19:52:59.262.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2403,接收,19:52:59.273.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c da ff 
2404,接收,19:52:59.273.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2405,接收,19:52:59.283.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2406,接收,19:52:59.283.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2407,接收,19:52:59.359.0,0x00000301,数据帧,标准帧,0x08,fe 3c 36 00 00 00 00 00 
2408,接收,19:52:59.359.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2409,接收,19:52:59.380.0,0x00000303,数据帧,标准帧,0x04,df 00 7f 1e 
2410,接收,19:52:59.380.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2411,接收,19:52:59.385.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d4 ff 
2412,接收,19:52:59.385.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2413,接收,19:52:59.385.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2414,接收,19:52:59.385.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
2415,接收,19:52:59.456.0,0x00000301,数据帧,标准帧,0x08,f4 3c 37 00 00 00 00 00 
2416,接收,19:52:59.456.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2417,接收,19:52:59.463.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2418,接收,19:52:59.463.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2419,接收,19:52:59.472.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c da ff 
2420,接收,19:52:59.472.0,0x0000030a,数据帧,标准帧,0x04,30 02 26 02 
2421,接收,19:52:59.483.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2422,接收,19:52:59.483.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2423,接收,19:52:59.559.0,0x00000301,数据帧,标准帧,0x08,f4 3c 32 00 00 00 00 00 
2424,接收,19:52:59.559.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2425,接收,19:52:59.584.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2426,接收,19:52:59.584.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2427,接收,19:52:59.584.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d2 ff 
2428,接收,19:52:59.584.0,0x0000030a,数据帧,标准帧,0x04,30 02 26 02 
2429,接收,19:52:59.584.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2430,接收,19:52:59.584.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2431,接收,19:52:59.656.0,0x00000301,数据帧,标准帧,0x08,f4 3c 3a 00 00 00 00 00 
2432,接收,19:52:59.656.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2433,接收,19:52:59.663.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2434,接收,19:52:59.663.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2435,接收,19:52:59.674.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c d8 ff 
2436,接收,19:52:59.674.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2437,接收,19:52:59.683.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2438,接收,19:52:59.683.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2439,接收,19:52:59.759.0,0x00000301,数据帧,标准帧,0x08,f4 3c 36 00 00 00 00 00 
2440,接收,19:52:59.759.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2441,接收,19:52:59.778.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2442,接收,19:52:59.779.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2443,接收,19:52:59.779.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d8 ff 
2444,接收,19:52:59.780.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2445,接收,19:52:59.784.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2446,接收,19:52:59.784.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2447,接收,19:52:59.857.0,0x00000301,数据帧,标准帧,0x08,f9 3c 34 00 00 00 00 00 
2448,接收,19:52:59.857.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2449,接收,19:52:59.864.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2450,接收,19:52:59.864.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2451,接收,19:52:59.874.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c d2 ff 
2452,接收,19:52:59.874.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2453,接收,19:52:59.884.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2454,接收,19:52:59.884.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2455,接收,19:52:59.959.0,0x00000301,数据帧,标准帧,0x08,f9 3c 39 00 00 00 00 00 
2456,接收,19:52:59.959.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2457,接收,19:52:59.984.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2458,接收,19:52:59.984.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2459,接收,19:52:59.984.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d4 ff 
2460,接收,19:52:59.984.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2461,接收,19:52:59.984.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2462,接收,19:52:59.984.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2463,接收,19:53:00.058.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2464,接收,19:53:00.058.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2465,接收,19:53:00.058.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2466,接收,19:53:00.058.0,0x00000301,数据帧,标准帧,0x08,f9 3c 37 00 00 00 00 00 
2467,接收,19:53:00.058.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2468,接收,19:53:00.058.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0d 2f 00 00 
2469,接收,19:53:00.058.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
2470,接收,19:53:00.065.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2471,接收,19:53:00.065.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2472,接收,19:53:00.065.0,0x00000405,数据帧,标准帧,0x08,2a 0c 2d 0c 2e 0c 31 0c 
2473,接收,19:53:00.065.0,0x00000406,数据帧,标准帧,0x08,24 0c 35 0c 31 0c 2f 0c 
2474,接收,19:53:00.075.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d6 ff 
2475,接收,19:53:00.075.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2476,接收,19:53:00.075.0,0x00000407,数据帧,标准帧,0x04,32 0c 37 0c 
2477,接收,19:53:00.075.0,0x00000408,数据帧,标准帧,0x04,05 00 00 00 
2478,接收,19:53:00.085.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2479,接收,19:53:00.085.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2480,接收,19:53:00.085.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
2481,接收,19:53:00.085.0,0x00000506,数据帧,标准帧,0x07,24 0c 37 0c a5 e4 e5 
2482,接收,19:53:00.094.0,0x00000509,数据帧,标准帧,0x03,3f 80 01 
2483,接收,19:53:00.094.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
2484,接收,19:53:00.104.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2485,接收,19:53:00.104.0,0x0000050d,数据帧,标准帧,0x08,01 9f 04 00 00 00 00 00 
2486,接收,19:53:00.158.0,0x00000301,数据帧,标准帧,0x08,f9 3c 37 00 00 00 00 00 
2487,接收,19:53:00.158.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2488,接收,19:53:00.183.0,0x00000303,数据帧,标准帧,0x04,df 00 7d 1e 
2489,接收,19:53:00.183.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2490,接收,19:53:00.183.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d2 ff 
2491,接收,19:53:00.183.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2492,接收,19:53:00.183.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2493,接收,19:53:00.183.0,0x00000401,数据帧,标准帧,0x08,f4 79 00 00 00 00 00 00 
2494,接收,19:53:00.257.0,0x00000301,数据帧,标准帧,0x08,f4 3c 33 00 00 00 00 00 
2495,接收,19:53:00.257.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2496,接收,19:53:00.263.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2497,接收,19:53:00.263.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2498,接收,19:53:00.274.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7d 3c d8 ff 
2499,接收,19:53:00.274.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2500,接收,19:53:00.284.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2501,接收,19:53:00.284.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2502,接收,19:53:00.359.0,0x00000301,数据帧,标准帧,0x08,f4 3c 39 00 00 00 00 00 
2503,接收,19:53:00.359.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2504,接收,19:53:00.382.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2505,接收,19:53:00.382.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2506,接收,19:53:00.382.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d6 ff 
2507,接收,19:53:00.382.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2508,接收,19:53:00.383.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2509,接收,19:53:00.383.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2510,接收,19:53:00.457.0,0x00000301,数据帧,标准帧,0x08,ef 3c 35 00 00 00 00 00 
2511,接收,19:53:00.457.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2512,接收,19:53:00.464.0,0x00000303,数据帧,标准帧,0x04,df 00 78 1e 
2513,接收,19:53:00.464.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2514,接收,19:53:00.473.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d4 ff 
2515,接收,19:53:00.473.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2516,接收,19:53:00.483.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2517,接收,19:53:00.483.0,0x00000401,数据帧,标准帧,0x08,df 79 00 00 00 00 00 00 
2518,接收,19:53:00.560.0,0x00000301,数据帧,标准帧,0x08,ef 3c 37 00 00 00 00 00 
2519,接收,19:53:00.560.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2520,接收,19:53:00.582.0,0x00000303,数据帧,标准帧,0x04,df 00 78 1e 
2521,接收,19:53:00.582.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2522,接收,19:53:00.582.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d4 ff 
2523,接收,19:53:00.582.0,0x0000030a,数据帧,标准帧,0x04,2b 02 21 02 
2524,接收,19:53:00.582.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2525,接收,19:53:00.583.0,0x00000401,数据帧,标准帧,0x08,df 79 00 00 00 00 00 00 
2526,接收,19:53:00.655.0,0x00000301,数据帧,标准帧,0x08,f4 3c 38 00 01 00 00 00 
2527,接收,19:53:00.655.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2528,接收,19:53:00.662.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2529,接收,19:53:00.662.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2530,接收,19:53:00.674.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7e 3c d8 ff 
2531,接收,19:53:00.674.0,0x0000030a,数据帧,标准帧,0x04,2b 02 26 02 
2532,接收,19:53:00.684.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2533,接收,19:53:00.684.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 0a 00 00 00 
2534,接收,19:53:00.759.0,0x00000301,数据帧,标准帧,0x08,f4 3c 3b 00 01 00 00 00 
2535,接收,19:53:00.759.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2536,接收,19:53:00.783.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2537,接收,19:53:00.783.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2538,接收,19:53:00.783.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 82 3c d2 ff 
2539,接收,19:53:00.783.0,0x0000030a,数据帧,标准帧,0x04,2b 02 26 02 
2540,接收,19:53:00.783.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2541,接收,19:53:00.783.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 0a 00 00 00 
2542,接收,19:53:00.855.0,0x00000301,数据帧,标准帧,0x08,f4 3c 39 00 00 00 00 00 
2543,接收,19:53:00.855.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2544,接收,19:53:00.862.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2545,接收,19:53:00.862.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2546,接收,19:53:00.873.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d8 ff 
2547,接收,19:53:00.873.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2548,接收,19:53:00.883.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2549,接收,19:53:00.883.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2550,接收,19:53:00.958.0,0x00000301,数据帧,标准帧,0x08,f4 3c 37 00 00 00 00 00 
2551,接收,19:53:00.958.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2552,接收,19:53:00.964.0,0x00000303,数据帧,标准帧,0x04,df 00 7a 1e 
2553,接收,19:53:00.964.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2554,接收,19:53:00.985.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 81 3c d4 ff 
2555,接收,19:53:00.985.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2556,接收,19:53:00.985.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2557,接收,19:53:00.985.0,0x00000401,数据帧,标准帧,0x08,ea 79 00 00 00 00 00 00 
2558,接收,19:53:01.058.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2559,接收,19:53:01.058.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2560,接收,19:53:01.058.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2561,接收,19:53:01.058.0,0x00000301,数据帧,标准帧,0x08,ef 3c 37 00 00 00 00 00 
2562,接收,19:53:01.058.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
2563,接收,19:53:01.058.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0d 2f 00 00 
2564,接收,19:53:01.059.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
2565,接收,19:53:01.066.0,0x00000303,数据帧,标准帧,0x04,df 00 78 1e 
2566,接收,19:53:01.066.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 10 00 00 
2567,接收,19:53:01.066.0,0x00000405,数据帧,标准帧,0x08,2a 0c 2b 0c 2e 0c 31 0c 
2568,接收,19:53:01.066.0,0x00000406,数据帧,标准帧,0x08,24 0c 35 0c 31 0c 2f 0c 
2569,接收,19:53:01.075.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7e 3c d4 ff 
2570,接收,19:53:01.075.0,0x0000030a,数据帧,标准帧,0x04,30 02 21 02 
2571,接收,19:53:01.075.0,0x00000407,数据帧,标准帧,0x04,32 0c 37 0c 
2572,接收,19:53:01.075.0,0x00000408,数据帧,标准帧,0x04,06 00 00 00 
2573,接收,19:53:01.085.0,0x00000400,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
2574,接收,19:53:01.085.0,0x00000401,数据帧,标准帧,0x08,df 79 00 00 00 00 00 00 
2575,接收,19:53:01.085.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
2576,接收,19:53:01.085.0,0x00000506,数据帧,标准帧,0x07,24 0c 37 0c a5 e4 e5 
