序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
268,接收,15:16:38.512.0,0x0000050e,数据帧,标准帧,0x08,14 00 00 00 1e 00 00 00 
269,接收,15:16:38.521.0,0x00000509,数据帧,标准帧,0x03,40 72 01 
270,接收,15:16:38.521.0,0x0000050a,数据帧,标准帧,0x03,e9 e9 e5 
271,接收,15:16:38.521.0,0x0000050f,数据帧,标准帧,0x08,00 00 00 00 07 00 00 00 
272,接收,15:16:38.521.0,0x0000050f,数据帧,标准帧,0x08,0a 5f 5f 55 4e 50 52 4f 
273,接收,15:16:38.533.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
274,接收,15:16:38.533.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
275,接收,15:16:38.533.0,0x0000050f,数据帧,标准帧,0x08,0b 56 49 53 49 4f 4e 45 
276,接收,15:16:38.533.0,0x0000050f,数据帧,标准帧,0x08,0c 44 5f 5f 00 00 00 00 
277,接收,15:16:38.541.0,0x0000050f,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
278,接收,15:16:38.541.0,0x0000050f,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
279,接收,15:16:38.550.0,0x0000050f,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
280,接收,15:16:38.550.0,0x0000050f,数据帧,标准帧,0x08,18 67 38 62 63 65 66 00 
281,接收,15:16:38.560.0,0x0000050f,数据帧,标准帧,0x08,19 e8 07 18 00 64 00 00 
282,接收,15:16:38.560.0,0x0000050f,数据帧,标准帧,0x08,1a 00 00 00 00 00 00 00 
283,接收,15:16:38.571.0,0x0000050f,数据帧,标准帧,0x08,1b 00 00 00 00 00 00 00 
284,接收,15:16:38.571.0,0x0000050f,数据帧,标准帧,0x08,1c 00 00 00 00 00 00 00 
285,接收,15:16:38.582.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
286,接收,15:16:38.582.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
287,接收,15:16:38.582.0,0x0000050f,数据帧,标准帧,0x08,1d 00 00 00 00 00 00 00 
288,接收,15:16:38.582.0,0x00000703,数据帧,标准帧,0x02,00 00 
289,接收,15:16:38.609.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
290,接收,15:16:38.609.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
291,接收,15:16:38.609.0,0x00000704,数据帧,标准帧,0x08,00 00 00 00 00 00 00 01 
292,接收,15:16:38.609.0,0x00000704,数据帧,标准帧,0x08,05 00 00 00 00 00 00 00 
293,接收,15:16:38.609.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
294,接收,15:16:38.609.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
295,接收,15:16:38.609.0,0x00000704,数据帧,标准帧,0x08,06 00 00 39 00 00 00 00 
296,接收,15:16:38.609.0,0x00000704,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
297,接收,15:16:38.609.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
298,接收,15:16:38.609.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
299,接收,15:16:38.612.0,0x00000704,数据帧,标准帧,0x08,08 00 00 5a 4c 00 00 00 
300,接收,15:16:38.612.0,0x00000704,数据帧,标准帧,0x08,0b 00 00 00 00 00 00 00 
301,接收,15:16:38.621.0,0x00000704,数据帧,标准帧,0x08,0d 00 00 00 00 ce ce 00 
302,接收,15:16:38.621.0,0x00000704,数据帧,标准帧,0x08,0e 00 00 00 00 00 00 00 
303,接收,15:16:38.630.0,0x00000704,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
304,接收,15:16:38.630.0,0x00000704,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
305,接收,15:16:38.641.0,0x00000704,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
306,接收,15:16:38.641.0,0x00000704,数据帧,标准帧,0x08,12 00 00 00 00 00 00 00 
307,接收,15:16:38.650.0,0x00000704,数据帧,标准帧,0x08,13 00 00 00 00 00 00 00 
308,接收,15:16:38.681.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
309,接收,15:16:38.681.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
310,接收,15:16:38.694.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
311,接收,15:16:38.694.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
312,接收,15:16:38.701.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
313,接收,15:16:38.701.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
314,接收,15:16:38.710.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
315,接收,15:16:38.710.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
316,接收,15:16:38.782.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
317,接收,15:16:38.782.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
318,接收,15:16:38.809.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
319,接收,15:16:38.809.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
320,接收,15:16:38.809.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
321,接收,15:16:38.809.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
322,接收,15:16:38.809.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
323,接收,15:16:38.809.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
324,接收,15:16:38.880.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
325,接收,15:16:38.880.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
326,接收,15:16:38.890.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
327,接收,15:16:38.890.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
328,接收,15:16:38.900.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
329,接收,15:16:38.900.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
330,接收,15:16:38.912.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
331,接收,15:16:38.912.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
332,接收,15:16:38.982.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
333,接收,15:16:38.982.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
334,接收,15:16:39.009.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
335,接收,15:16:39.009.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
336,接收,15:16:39.009.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
337,接收,15:16:39.009.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
338,接收,15:16:39.009.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
339,接收,15:16:39.009.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
340,接收,15:16:39.081.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
341,接收,15:16:39.081.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
342,接收,15:16:39.090.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
343,接收,15:16:39.090.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
344,接收,15:16:39.101.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
345,接收,15:16:39.101.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
346,接收,15:16:39.110.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
347,接收,15:16:39.110.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
348,接收,15:16:39.182.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
349,接收,15:16:39.182.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
350,接收,15:16:39.209.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
351,接收,15:16:39.209.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
352,接收,15:16:39.209.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
353,接收,15:16:39.209.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
354,接收,15:16:39.209.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
355,接收,15:16:39.209.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
356,接收,15:16:39.281.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
357,接收,15:16:39.281.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
358,接收,15:16:39.291.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
359,接收,15:16:39.291.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
360,接收,15:16:39.301.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
361,接收,15:16:39.301.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
362,接收,15:16:39.310.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
363,接收,15:16:39.310.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
364,接收,15:16:39.381.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
365,接收,15:16:39.381.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
366,接收,15:16:39.410.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
367,接收,15:16:39.410.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
368,接收,15:16:39.410.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
369,接收,15:16:39.410.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
370,接收,15:16:39.410.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
371,接收,15:16:39.410.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
372,接收,15:16:39.483.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
373,接收,15:16:39.483.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
374,接收,15:16:39.483.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
375,接收,15:16:39.483.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
376,接收,15:16:39.483.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
377,接收,15:16:39.483.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
378,接收,15:16:39.483.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
379,接收,15:16:39.491.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
380,接收,15:16:39.491.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
381,接收,15:16:39.491.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 0f 0e 
382,接收,15:16:39.491.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
383,接收,15:16:39.502.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
384,接收,15:16:39.502.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
385,接收,15:16:39.502.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
386,接收,15:16:39.502.0,0x00000408,数据帧,标准帧,0x04,3d 00 00 00 
387,接收,15:16:39.513.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
388,接收,15:16:39.513.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
389,接收,15:16:39.513.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e6 d7 e5 e9 e5 e6 
390,接收,15:16:39.513.0,0x00000506,数据帧,标准帧,0x07,0f 0e 11 0e 94 e4 e6 
391,接收,15:16:39.520.0,0x00000509,数据帧,标准帧,0x03,40 72 01 
392,接收,15:16:39.520.0,0x0000050a,数据帧,标准帧,0x03,e8 e9 e5 
393,接收,15:16:39.531.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
394,接收,15:16:39.531.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
395,接收,15:16:39.583.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
396,接收,15:16:39.583.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
397,接收,15:16:39.590.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
398,接收,15:16:39.590.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
399,接收,15:16:39.613.0,0x00000309,数据帧,标准帧,0x08,63 a9 00 46 82 3c c6 ff 
400,接收,15:16:39.613.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
401,接收,15:16:39.613.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
402,接收,15:16:39.613.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
403,接收,15:16:39.680.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
404,接收,15:16:39.680.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
405,接收,15:16:39.691.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
406,接收,15:16:39.691.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
407,接收,15:16:39.701.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
408,接收,15:16:39.701.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
409,接收,15:16:39.710.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
410,接收,15:16:39.710.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
411,接收,15:16:39.781.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
412,接收,15:16:39.781.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
413,接收,15:16:39.809.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
414,接收,15:16:39.809.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
415,接收,15:16:39.809.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c8 ff 
416,接收,15:16:39.809.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
417,接收,15:16:39.809.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
418,接收,15:16:39.809.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
419,接收,15:16:39.881.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
420,接收,15:16:39.881.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
421,接收,15:16:39.890.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
422,接收,15:16:39.890.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
423,接收,15:16:39.900.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
424,接收,15:16:39.900.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
425,接收,15:16:39.909.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
426,接收,15:16:39.909.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
427,接收,15:16:39.982.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
428,接收,15:16:39.982.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
429,接收,15:16:40.010.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
430,接收,15:16:40.010.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
431,接收,15:16:40.010.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c cc ff 
432,接收,15:16:40.010.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
433,接收,15:16:40.010.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
434,接收,15:16:40.010.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
435,接收,15:16:40.081.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
436,接收,15:16:40.081.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
437,接收,15:16:40.091.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
438,接收,15:16:40.091.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
439,接收,15:16:40.100.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
440,接收,15:16:40.100.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
441,接收,15:16:40.111.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
442,接收,15:16:40.111.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
443,接收,15:16:40.181.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
444,接收,15:16:40.181.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
445,接收,15:16:40.210.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
446,接收,15:16:40.210.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
447,接收,15:16:40.210.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
448,接收,15:16:40.210.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
449,接收,15:16:40.210.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
450,接收,15:16:40.210.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
451,接收,15:16:40.281.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
452,接收,15:16:40.281.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
453,接收,15:16:40.290.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
454,接收,15:16:40.290.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
455,接收,15:16:40.301.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
456,接收,15:16:40.301.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
457,接收,15:16:40.310.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
458,接收,15:16:40.310.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
459,接收,15:16:40.381.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
460,接收,15:16:40.381.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
461,接收,15:16:40.410.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
462,接收,15:16:40.410.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
463,接收,15:16:40.410.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c8 ff 
464,接收,15:16:40.410.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
465,接收,15:16:40.410.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
466,接收,15:16:40.410.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
467,接收,15:16:40.482.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
468,接收,15:16:40.482.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
469,接收,15:16:40.482.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
470,接收,15:16:40.482.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
471,接收,15:16:40.482.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
472,接收,15:16:40.482.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
473,接收,15:16:40.482.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
474,接收,15:16:40.492.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
475,接收,15:16:40.492.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
476,接收,15:16:40.492.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
477,接收,15:16:40.492.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
478,接收,15:16:40.501.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
479,接收,15:16:40.501.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
480,接收,15:16:40.501.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
481,接收,15:16:40.501.0,0x00000408,数据帧,标准帧,0x04,3e 00 00 00 
482,接收,15:16:40.512.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
483,接收,15:16:40.512.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
484,接收,15:16:40.512.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e6 d7 e5 e9 e5 e6 
485,接收,15:16:40.512.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 11 e4 e6 
486,接收,15:16:40.521.0,0x00000509,数据帧,标准帧,0x03,40 72 01 
487,接收,15:16:40.521.0,0x0000050a,数据帧,标准帧,0x03,e8 e9 e5 
488,接收,15:16:40.530.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
489,接收,15:16:40.530.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
490,接收,15:16:40.581.0,0x00000301,数据帧,标准帧,0x08,5a 46 5b 00 00 00 00 00 
491,接收,15:16:40.581.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
492,接收,15:16:40.608.0,0x00000303,数据帧,标准帧,0x04,20 1c 2d 23 
493,接收,15:16:40.608.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
494,接收,15:16:40.608.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c cc ff 
495,接收,15:16:40.608.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
496,接收,15:16:40.608.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
497,接收,15:16:40.608.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
498,接收,15:16:40.681.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
499,接收,15:16:40.681.0,0x00000302,数据帧,标准帧,0x08,ce 07 c4 09 a9 50 9d 39 
500,接收,15:16:40.690.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
501,接收,15:16:40.690.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
502,接收,15:16:40.702.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
503,接收,15:16:40.702.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
504,接收,15:16:40.710.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
505,接收,15:16:40.710.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
506,接收,15:16:40.781.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
507,接收,15:16:40.781.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
508,接收,15:16:40.811.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
509,接收,15:16:40.811.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
510,接收,15:16:40.811.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c8 ff 
511,接收,15:16:40.811.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
512,接收,15:16:40.811.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
513,接收,15:16:40.811.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
514,接收,15:16:40.880.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
515,接收,15:16:40.880.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
516,接收,15:16:40.889.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
517,接收,15:16:40.889.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
518,接收,15:16:40.900.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c6 ff 
519,接收,15:16:40.900.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
520,接收,15:16:40.912.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
521,接收,15:16:40.912.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
522,接收,15:16:40.982.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
523,接收,15:16:40.982.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
524,接收,15:16:41.009.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
525,接收,15:16:41.009.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
526,接收,15:16:41.009.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c ce ff 
527,接收,15:16:41.009.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
528,接收,15:16:41.009.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
529,接收,15:16:41.009.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
530,接收,15:16:41.080.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
531,接收,15:16:41.080.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
532,接收,15:16:41.091.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
533,接收,15:16:41.091.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
534,接收,15:16:41.100.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
535,接收,15:16:41.100.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
536,接收,15:16:41.112.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
537,接收,15:16:41.112.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
538,接收,15:16:41.181.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
